Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16/09/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Morocco,MAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816.786621,4018.332275,3864.534668,3770.312744,4101.575684,3820.32959,4231.262695,4108.776367,4349.379395,4341.594238,4370.5625,4633.941406,4721.692383,4944.120117,5120.54834,5227.279297,5557.747559,5686.918945,5952.333984,6128.78125,6281.123535,6522.02002,6625.104004,6827.852539,6911.803223,7126.28418,7105.855957,7312.056641,7446.936035,7546.754883,6986.283691,7412.672852
Monaco,MCO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.158336,5372.13848,5480.854311,5124.354875,4959.535108,5074.377044,5395.967306,5830.339102,6232.667023,6710.469094,7231.328393,7599.524752,7845.669369,8473.747888,7975.384113,8550.170605,9052.866491,9000.658888,9817.296264,10314.40964,10360.82956,10942.55084,11651.31745,12363.14683,13026.51597,12269.92307,14233.85342
Madagascar,MDG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.049669,1686.157177,1656.344477,1641.210903,1591.420007,1569.037457,1553.575137,1560.974082,1571.629351,1594.476504,1614.382528,1658.935854,1409.395634,1501.274546,1533.699321,1559.874958,1596.753461,1639.883027,1700.696078,1587.567182,1553.40502,1534.939965,1538.516682,1531.778591,1540.744961,1546.767216,1565.867725,1584.424519,1592.053801,1618.532561,1463.787723,1488.645037
Maldives,MDV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10597.5867,11208.40133,11935.17484,12609.40237,13139.61111,13358.06556,12521.45813,13071.97258,14452.00451,14901.40083,12607.23168,15516.36159,16330.16214,17448.30235,15731.55544,16305.16221,17015.15108,16708.4769,17133.09922,17567.72394,17283.97301,17583.58842,18057.91092,18793.84473,19510.49184,12744.42979,16595.96533
Middle East & North Africa,MEA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10760.24898,10972.89283,11258.7251,11169.77451,11130.49677,11105.14694,11423.13287,11572.98773,11869.61085,11879.5936,12411.69718,12376.46193,12359.50039,12786.28617,13493.89604,13878.56407,14349.16836,14788.89438,15122.6989,14907.16146,15312.75937,15513.70515,15884.77207,15887.48941,16035.57737,16193.64764,16596.18108,16627.53509,16660.88701,16601.55243,15757.95668,16145.69357
Mexico,MEX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14949.03015,15293.15871,15550.56012,15575.11806,16067.14605,14808.80712,15559.97637,16368.09277,16954.32961,17165.89218,17756.56647,17438.20852,17193.56108,17205.98656,17635.24685,17788.58912,18319.47756,18462.84012,18396.81092,17168.97733,17790.01192,18186.22457,18594.89447,18600.37118,18887.56744,19268.9144,19539.26125,19721.26098,19928.39618,19675.44067,17878.27729,18544.71206
Marshall Islands,MHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301.708326,3226.913619,3398.43571,3560.186261,3740.468196,4028.428295,3608.446624,3380.542089,3359.300669,3313.0575,3335.688932,3517.848086,3582.774441,3452.5574,3420.649313,3451.667204,3408.223515,3500.683056,3277.338065,3376.355604,3594.739155,3562.425457,3469.121925,3594.503184,3544.777806,3585.621905,3615.15278,3711.44609,3820.495242,4048.088715,3931.771419,3806.213557
Middle income,MIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.152051,4560.46986,4511.913044,4538.409411,4558.127149,4642.822264,4803.463432,4952.56117,4976.739858,5096.526098,5317.297321,5440.083812,5618.213784,5881.276657,6245.452661,6598.198244,7028.791299,7525.09483,7834.91992,7940.188074,8435.099272,8825.952511,9181.183054,9534.749243,9863.871118,10167.60011,10516.45219,10924.24308,11325.47332,11637.28152,11306.11481,11960.32811
North Macedonia,MKD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11378.14794,10691.63609,10013.04235,9286.785917,9134.148284,9025.286478,9103.867909,9200.609481,9460.996004,9824.437696,10224.69028,9869.516928,10089.94831,10280.53897,10730.5067,11213.64136,11770.19768,12511.7125,13174.82704,13103.42691,13514.98166,13807.46535,13727.77292,14108.89128,14596.60015,15139.25162,15553.43932,15706.44417,16145.5359,16773.04057,15779.69148,16464.33609
Mali,MLI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.886475,1547.084128,1460.948094,1468.007276,1483.067953,1457.571996,1520.456928,1553.333841,1628.014338,1675.170423,1627.732318,1823.840688,1824.60115,1930.207369,1899.082029,1958.818731,1983.705551,1985.623428,2012.281262,2041.330218,2082.961935,2085.420849,2007.80693,1995.159252,2075.400681,2139.736297,2198.560381,2246.797421,2283.702413,2321.702199,2225.894238,2227.685595
Malta,MLT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16124.13512,16677.35845,17280.48687,17875.35661,18709.70576,19758.14381,20370.29926,21279.50916,22225.29128,23136.74336,27512.2468,26985.60739,27472.28614,28404.08738,28253.53183,29023.91645,29644.2561,30951.54851,31927.451,31328.35491,32903.07412,32916.98278,33965.60859,35325.18551,37270.07559,39887.70689,40303.46252,43559.31618,44602.757,45396.73229,40696.73837,44395.33046
Myanmar,MMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.2271132,562.6480894,580.8097339,618.7935596,653.2312098,692.0208452,729.1507279,763.2799921,796.923035,853.8190435,948.7820144,1055.653371,1167.404444,1306.769123,1473.020996,1659.692412,1867.152422,2086.991247,2303.802995,2527.390561,2762.613459,2947.65737,3113.005235,3330.469234,3574.031521,3663.142302,4020.242953,4224.545031,4467.85855,4739.710438,4857.389834,3954.999906
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6922.496031,6764.898986,6906.100359,6844.902455,6796.226699,6841.229581,7131.150873,7243.247807,7549.648216,7756.477409,8079.423737,8158.549035,8292.831207,8392.321469,8843.279012,9074.941097,9387.966871,9814.15076,9991.056568,10057.57464,10386.01521,10161.27898,10374.15524,10258.81037,10302.8055,10325.93273,10746.61484,10923.75836,10923.41314,10894.00054,10437.91804,10719.84162
Montenegro,MNE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12579.26658,13235.99868,12024.68365,12418.98735,12505.15866,12692.28249,12955.57295,13505.03881,14048.83335,15233.36833,16248.32745,17391.01169,16348.07664,16764.34005,17287.40003,16802.3827,17381.72311,17674.60408,18263.58986,18797.88351,19682.2652,20686.56152,21533.93209,18258.9495,20566.83806
Mongolia,MNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4977.781322,4475.81456,4015.208985,3854.130765,3906.566892,4123.943837,4182.349904,4309.655423,4415.929002,4512.131024,4523.506409,4614.387656,4785.972155,5068.306457,5544.780593,5876.280812,6298.235621,6850.078177,7351.82775,7144.829966,7470.780739,8602.94952,9476.925969,10371.28926,10967.11175,11009.71496,10961.96804,11366.30394,12028.63565,12486.07746,11723.8735,11708.36094
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.3251025,481.8968555,436.7203711,464.018358,475.2497233,469.189504,506.1518205,548.3477952,587.8637206,640.252516,630.7016136,687.1494257,729.2899769,756.5942823,792.7272742,821.3458142,875.9165979,917.7952405,958.2834241,991.3228347,1027.208877,1073.478134,1120.128481,1165.408205,1217.088867,1262.613128,1273.783633,1283.65987,1289.735948,1281.780014,1229.940296,1221.824336
Mauritania,MRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547.736813,4510.292456,4477.452452,4619.926454,4365.380368,4673.642797,4822.06354,4511.677423,4520.623614,4567.078715,4273.635083,4126.220846,4069.247853,4230.785874,4307.256064,4544.869224,5226.506182,4978.62037,4821.04409,4687.57593,4671.642677,4725.334067,4792.83905,4846.712453,4908.107752,5024.467256,4944.56903,5108.549132,5193.393556,5343.997921,5109.804948,5089.987374
Mauritius,MUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7989.529896,8254.316211,8676.973886,9010.484481,9252.715908,9566.824921,9998.617114,10435.79837,10953.67688,11097.6902,11890.58865,12191.92742,12303.10685,12938.15268,13413.99326,13571.8356,14165.95449,14909.17086,15655.60432,16131.70698,16797.81724,17454.78008,18014.99115,18579.37416,19240.22471,19897.4754,20646.933,21415.11611,22208.13812,22869.75631,19462.93435,20244.1616
Malawi,MWI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.6745726,1014.712449,931.9925899,1019.755057,912.0092221,1053.901654,1110.884837,1125.817575,1137.809949,1139.80705,1127.195856,1044.579237,1036.792557,1069.781011,1100.114395,1106.910658,1127.871699,1202.04073,1257.483867,1323.616063,1374.571287,1400.593643,1386.789994,1418.074331,1457.47302,1457.503692,1453.777365,1472.146868,1496.732217,1537.141177,1508.842902,1509.504777
Malaysia,MYS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10306.08209,10991.0681,11663.62708,12500.50417,13315.42234,14260.09617,15290.91444,15995.71949,14448.7411,14965.6177,15917.05717,15652.01445,16155.60162,16751.40714,17538.4857,18114.14411,18752.54579,19546.98592,20103.50414,19442.98535,20536.37251,21289.25754,22132.21692,22855.94969,23906.22858,24787.82375,25541.77051,26661.50742,27577.38056,28421.46248,26471.67382,26959.24926
North America,NAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39400.79899,38838.97276,39660.96746,40227.37793,41342.93983,41956.92895,43041.07755,44426.50283,45838.60788,47475.54129,48903.14808,48896.29786,49320.70553,50301.7295,51760.12209,53129.71565,54138.90499,54909.12298,54490.58464,52581.6601,53560.55544,54053.02757,54837.93669,55464.19396,56329.36422,57331.89417,57811.75171,58746.95762,60082.90071,61097.01899,58348.9952,61504.88857
Namibia,NAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945.970795,6242.000841,6511.898456,6251.824868,6213.231031,6312.565117,6374.949612,6508.397855,6592.160694,6689.771246,6804.866747,6775.221615,6992.865314,7182.307341,7942.557254,8014.973861,8438.216924,8735.713739,8805.410688,8671.66411,9031.160596,9324.528879,9626.539192,9990.745835,10413.31422,10662.82994,10471.27929,10171.4215,10087.45708,9809.218482,8872.622653,8925.201528
New Caledonia,NCL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.11562,1083.779227,1069.585245,1037.478422,1021.219711,1010.815737,977.2024193,957.8568078,1016.669315,978.7782115,932.6770537,964.7248907,975.7542143,960.8341459,929.2172221,960.8503478,980.4545749,973.9832132,1010.378015,991.6984246,1036.16072,1020.264638,1084.764363,1098.64382,1126.80544,1131.519187,1151.176224,1163.22617,1200.402348,1224.375135,1221.26993,1192.263286
Nigeria,NGA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.6429,3189.089071,3253.694421,3108.674718,2977.090165,2901.768227,2949.200357,2961.198469,2962.892112,2906.723968,2977.041475,3075.003131,3458.070666,3619.140208,3854.008064,3997.439751,4130.403306,4288.270307,4458.622295,4690.379449,4932.3348,5056.892147,5131.372645,5329.121517,5516.385598,5514.770273,5284.893228,5190.356127,5155.075994,5135.499469,4916.721381,4969.218447
Nicaragua,NIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454.209514,3371.62184,3309.468637,3224.08483,3261.164121,3384.784437,3531.667607,3606.281618,3676.931473,3872.241397,3968.826142,4025.934079,3998.81021,4043.220987,4200.212434,4320.677606,4438.858701,4600.536063,4693.664437,4477.4095,4611.821054,4837.57198,5083.328585,5263.484839,5443.31161,5630.372643,5811.915729,6004.02858,5729.688224,5445.729533,5284.46199,5763.427315
Netherlands,NLD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36461.41902,37057.58313,37405.92997,37613.25219,38494.21785,39498.13682,40691.89032,42235.48907,43933.56811,45839.13146,47422.2034,48160.78437,47958.33197,47806.88443,48586.70462,49467.43543,51097.36261,52909.96976,53848.25223,51607.60573,52032.9865,52594.22901,51860.05599,51640.07669,52186.99739,52974.11622,53847.82655,55088.6338,56060.91363,56784.03725,54324.38441,56761.01473
Norway,NOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42136.60317,43229.91632,44517.43572,45512.39022,47541.76671,49260.96952,51476.19922,53903.43782,54989.70273,55713.75589,57127.382,58018.31143,58540.84544,58728.15699,60699.56658,61870.36456,62846.93868,64062.43931,63570.34148,61689.55854,61353.47733,61157.12993,61990.69236,61878.97518,62390.13031,62987.51629,63104.08078,64050.75617,64341.25868,64385.00599,63548.00082,65688.55101
Nepal,NPL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.071851,1671.583428,1693.721027,1711.571209,1803.696883,1819.966418,1872.311784,1923.780052,1941.145868,1987.825045,2073.054338,2136.328983,2106.152373,2158.231649,2229.210718,2277.63361,2325.168216,2375.70189,2493.88453,2585.896329,2697.432423,2786.843939,2922.619609,3033.780787,3217.44851,3331.87177,3315.814414,3565.197807,3773.715918,3952.760349,3789.150372,3878.44442
Nauru,NRU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574.836597,5437.740327,5960.23817,4589.025372,5589.507219,6057.790355,6687.839287,7312.785954,8089.953108,10491.94098,13174.32515,13550.32053,13900.26914,12973.82018,13634.70865,13525.77285,13592.84507,13747.25069
New Zealand,NZL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28031.99715,26415.00133,26427.35349,27797.71079,28834.72822,29757.47442,30349.20656,30567.51666,30539.10167,32035.04569,32772.58209,33708.70451,34676.79529,35546.09643,36432.49048,37219.80295,37828.18685,38611.98032,37860.11256,37432.83357,37583.11174,38137.49061,38780.60562,39521.07555,40353.10606,41020.31258,41620.34796,42218.53771,42862.07098,43110.37124,41642.02809,43301.43159
OECD members,OED,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29365.93217,29511.70426,29884.30859,30016.19599,30691.88885,31250.01347,32013.9344,32933.66399,33636.10616,34461.2606,35619.15995,35825.27353,36134.56941,36626.6076,37589.52561,38411.82691,39363.45129,40184.95706,40059.06797,38408.53209,39338.1273,39959.29323,40251.85988,40626.18286,41216.41583,41988.08507,42498.06885,43335.85684,44099.95172,44628.39478,42365.39728,44559.33873
Oman,OMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30333.87428,30789.88309,31873.94599,32351.02082,32411.25539,33168.52631,33683.93668,35508.1798,36412.43735,36483.90606,38649.88026,39907.62795,38793.79952,36946.71945,36515.75386,36445.50639,37369.12722,37910.62679,39620.77152,40212.00461,38678.96312,37231.91648,37670.65044,36831.07383,34875.78297,34564.92309,34591.7165,33308.48431,32594.6903,31284.01636,29502.05967,
Other small states,OSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13712.6432,14077.14027,14478.78298,14903.31233,15914.38211,16464.90149,17686.69079,18889.47631,19707.26124,19506.12127,20529.77457,21505.46876,21831.44448,22164.00484,22520.79505,22648.04476,22798.09147,22654.48685,22671.30281,22734.79109,21144.06702,21567.52258
Pakistan,PAK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282.404641,3351.085757,3510.063476,3474.890383,3506.645573,3579.144803,3647.341084,3580.094862,3568.319133,3598.025372,3653.29548,3688.949441,3691.177973,3814.042397,4008.376354,4172.741056,4318.708066,4425.291973,4399.87748,4424.540449,4397.935623,4422.302296,4481.095736,4580.740669,4695.588614,4816.099351,4977.338102,5091.087164,5294.216386,5317.774364,5144.289671,5350.144973
Panama,PAN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10726.0018,11493.62009,12181.21555,12583.77899,12679.4847,12639.99352,12889.26967,13445.01715,14142.62563,14405.38454,14507.79469,14311.02161,14353.36905,14677.99494,15491.00064,16301.51449,17391.08796,19125.62699,20636.92562,20525.6183,21343.33418,23349.16655,25196.31453,26480.56194,27352.51991,28430.9851,29332.3766,30446.84956,31039.07227,31440.26353,25389.81227,28837.00151
Peru,PER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.200384,5258.26019,5128.634375,5295.798233,5837.089956,6154.167419,6210.222642,6492.549137,6354.433331,6345.500534,6422.480568,6380.337664,6653.395098,6861.830619,7136.351561,7519.029069,8017.255022,8629.264533,9341.231027,9368.045463,10066.46757,10616.8437,11176.08672,11724.0036,11877.07893,12110.2669,12403.68714,12506.52938,12781.44035,12858.3263,11289.76968,12648.22402
Philippines,PHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.482917,4088.102367,4006.344665,3997.012972,4074.72764,4165.249064,4309.450332,4431.837268,4312.152103,4359.888549,4453.756665,4492.721424,4562.761382,4697.48565,4908.058738,5054.238933,5228.315741,5474.681327,5618.484953,5606.590677,5918.373229,6043.601676,6351.264942,6666.250512,6973.638909,7300.13621,7705.05377,8120.868793,8516.136549,8914.723798,7958.39592,8301.233175
Palau,PLW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13734.08675,14402.9545,14727.09362,14124.24784,14773.58684,15418.37694,15543.60734,16177.25508,15609.3421,14913.83828,15225.77416,16431.95064,16813.84332,16273.8364,17276.49789,18536.9144,18466.05618,17768.41105,17648.28037,17227.06271,15471.37954,
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434.405114,2604.907128,2897.796073,3347.16622,3464.428631,3271.274871,3439.913198,3225.266126,3028.561886,3012.229373,2871.068453,2806.613406,2745.181747,2748.36805,2765.011619,2876.767031,2963.059151,3118.797624,3034.802916,3164.709758,3406.231263,3369.436137,3452.968671,3512.597587,3908.864972,4083.257616,4222.013358,4285.109475,4189.587189,4292.609429,4063.239709,4046.409023
Poland,POL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.96185,10483.90155,10714.65913,11086.95955,11649.16325,12459.66578,13211.56796,14054.38796,14701.34311,15386.94246,16257.64576,16466.78676,16809.81841,17409.63874,18287.82825,18937.4759,20111.2993,21543.16329,22444.90827,23064.95318,23996.14005,25124.27608,25457.20755,25759.33912,26649.57818,27797.05951,28682.69354,30064.50348,31674.13121,33185.15813,32398.70475,34363.01907
Pre-demographic dividend,PRE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621.818058,2360.277399,2344.352905,2266.377904,2204.41051,2215.614632,2276.529865,2359.911272,2450.866243,2487.22769,2547.508613,2589.410483,2651.771307,2573.216817,2782.14889,2867.300723,2962.378297,3058.002052,3158.457205,3210.548303,3322.195695,3361.665496,3415.542108,3504.272605,3577.7266,3591.897687,3586.533919,3551.543808,3548.881096,3566.115235,3388.224375,3418.15058
Puerto Rico,PRI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21595.98399,21937.89761,22791.57065,23650.11459,24412.28195,25288.11258,25584.5658,26584.90667,27894.4491,29251.04467,30124.70069,31958.10478,32209.43108,32206.47298,35016.94713,34370.72325,34030.09907,33831.94268,33403.43289,32930.36984,32960.69939,33224.57387,33638.87414,33922.16695,34070.26215,34311.03825,34539.59552,34363.75463,34299.36716,34804.94346,32551.06841,
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23556.85621,24642.59962,24930.45063,24391.19985,24560.35706,25523.70602,26318.97513,27354.83681,28525.51743,29472.70988,30383.13782,30756.01895,30823.84904,30422.60203,30892.81988,31076.64412,31524.74957,32251.5691,32307.91277,31269.41046,31798.15381,31304.81553,30156.70158,30042.89072,30444.60021,31118.79067,31847.53773,33044.71674,34040.72539,34945.66134,31961.77526,33514.27408
Paraguay,PRY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475.736625,8547.339067,8475.918795,8678.579276,8923.495232,9311.339288,9243.474955,9422.683275,9226.506369,8911.164793,8530.20799,8295.067442,8138.104853,8337.472158,8528.03793,8570.094465,8846.701735,9193.839912,9657.68146,9503.266644,10415.65644,10714.69093,10493.81277,11209.13154,11643.72751,11828.14013,12170.78439,12590.54844,12827.70802,12615.52865,12357.92723,12721.57444
West Bank and Gaza,PSE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3951.205463,4047.128464,3916.925781,4294.746119,4786.480266,5052.064101,4503.24886,3980.933319,3395.855001,3774.132413,4485.525458,4866.028474,4695.994727,4750.929692,4965.37295,5250.116075,5411.066482,5782.689593,5985.683247,6118.257181,5967.073437,6048.976597,6438.93364,6401.740891,6318.210068,6245.448697,5402.538773,5643.072243
Pacific island small states,PSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5403.130054,5271.643611,5475.284753,5524.496409,5692.584982,5817.613755,5947.976619,5780.025982,5796.440933,6082.33613,5915.551496,5937.136296,6024.516364,6065.2209,6259.33734,6300.695553,6358.371767,6272.639837,6292.77361,6157.916955,6273.154147,6413.841663,6396.764351,6558.023434,6754.029609,6932.300465,7064.752858,7283.359765,7404.992948,7326.172531,6410.771906,6091.007802
Post-demographic dividend,PST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32037.0696,32180.20023,32493.4927,32516.60483,33180.7782,33844.47878,34609.20291,35556.59907,36315.01248,37365.77347,38677.80282,39112.30488,39543.37144,40175.32283,41289.52419,42228.84142,43297.33386,44261.03827,44175.79475,42367.6824,43412.86863,44034.79832,44322.73128,44706.37783,45280.98454,45985.84299,46587.73735,47523.30488,48419.94145,49107.13197,46569.01339,48910.01189
French Polynesia,PYF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86566.30285,86643.64357,89119.38417,86886.94858,93748.55013,87721.94941,93656.33907,92749.55666,92555.30034,89954.84611,95908.31282,99147.28818,96261.48733,95499.90761,95578.26151,95965.25124,95601.80731,91738.75279,90970.0609,90043.799,85290.45043,85128.22358
Romania,ROU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13302.46316,11685.09098,10757.38362,10936.72196,11383.2845,12117.35375,12627.19414,12049.53404,11829.41027,11803.36775,12109.54419,12920.48085,13909.65599,14338.34656,15924.04054,16770.64313,18224.77123,19833.95442,22044.29174,21002.2619,20303.14903,20792.1593,21311.11919,22197.02329,23084.35913,23878.17235,25144.9963,27141.90093,28523.45385,29875.06277,28925.78919,30854.64295
